review_id,text,true_aspects,predicted_aspects,missing_aspects,extra_aspects,true_aspect_sentiments,predicted_aspect_sentiments,sentiment_errors,confidence
2829,جيت المكان اليوم ومغلق للتحسين الانظمه حسب ما مكتوب على المحل,"[""general""]","[""ambiance""]","[""general""]","[""ambiance""]","{""general"": ""neutral""}","{""ambiance"": ""negative""}",{},0.170703
2030,نص فرخه الكتكوت اكبر منها اما نفر اللحم انت وبختك ممكن تكون قطعتين لحم او عظم بصراحه تجربه سيئه,"[""food""]","[""food"", ""general""]",[],"[""general""]","{""food"": ""negative""}","{""food"": ""negative"", ""general"": ""negative""}",{},0.05
5176,عياده محترمه اوي والرسبشن بنات لذاذ اوي وتعاملهم محترم جداً و والدكاتره شاطرين جدا ودكتور هاني ممتاز اوي ❤️,"[""ambiance"", ""service""]","[""service""]","[""ambiance""]",[],"{""ambiance"": ""positive"", ""service"": ""positive""}","{""service"": ""positive""}",{},0.831203
8001,لقد حملت هذا التطبيق من خلال مستر بيست مستر بيست اريد هاتف اريد هاتف يا مستر بيست اي هاتف سامسونج,"[""none""]","[""app_experience""]","[""none""]","[""app_experience""]","{""none"": ""neutral""}","{""app_experience"": ""negative""}",{},0.366112
9955,ابلكيشن رئع و يوفر لك كثير من الخيارات بأسعار مخالفة,"[""app_experience"", ""price""]","[""app_experience""]","[""price""]",[],"{""app_experience"": ""positive"", ""price"": ""positive""}","{""app_experience"": ""positive""}",{},0.669307
1015,"سئ سئ سئ 😡😡😡😡
تجربة غير موفقة في رمضان مع مطعم الدهان للمشويات

للأسف المشويات كانت محروقة وباردة كأنها متحضرة من الصباح
وعند طلب الأكل قيل إن الوجبة تشمل شوربة ومشروب وحلويات ثم فوجئنا بإضافتها في الفاتورة
رفضنا واسترجعنا ما لم نستخدم
ثم مر أحدهم بصينية شاي دون توضيح أنه بمقابل وتمت إضافته أيضًا
المشكلة ليست في السعر بل في عدم الشفافية
الزبون يريد وضوحًا قبل الطلب وجودة تليق باسمه وثقته

نتمنى من إدارة المطعم مراجعة الخدمة خاصة في رمضان
فالسمعة الطيبة تبنى بالصدق قبل الطعام.

An Unfortunate Ramadan Experience

Sadly, our visit to El Dahhan Grill was disappointing.
The grilled items were burnt and served cold, as if prepared hours earlier.
When ordering, we were told the meal included soup, drinks, and desserts, but we were surprised to find them added to the bill.
We refused and returned what we did not use.
Later, someone offered tea without explaining it was extra, and it was also added to the bill.

The issue is not the price, but the lack of transparency.
Customers deserve clear communication and honest service, especially in Ramadan.
We hope the management reviews the service standards, because trust is built on sincerity before taste.","[""food"", ""service"", ""price""]","[""food"", ""service"", ""price"", ""ambiance"", ""general"", ""app_experience"", ""delivery""]",[],"[""ambiance"", ""app_experience"", ""delivery"", ""general""]","{""food"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}","{""food"": ""negative"", ""service"": ""negative"", ""price"": ""negative"", ""ambiance"": ""negative"", ""general"": ""negative"", ""app_experience"": ""negative"", ""delivery"": ""negative""}",{},0.05
8873,انسحكو تجربة برنامج جمد جدا جدا,"[""app_experience""]","[""app_experience""]",[],[],"{""app_experience"": ""positive""}","{""app_experience"": ""negative""}","{""app_experience"": {""true"": ""positive"", ""predicted"": ""negative""}}",0.774696
4887,"مستشفي فاشلة و إدارة فاشلة لطعونا بدون غرفة ساعات
بدون أي توضيح و المفروض بنتي تخش عمليات
و بنتي عايزة حمام بيقولولها تخش حمام مشترك رجال و سيدات في ريسيبشن المستشفي","[""service"", ""cleanliness"", ""ambiance""]","[""service""]","[""ambiance"", ""cleanliness""]",[],"{""service"": ""negative"", ""cleanliness"": ""negative"", ""ambiance"": ""negative""}","{""service"": ""negative""}",{},0.949933
9984,تجربة جيدة واسعار مناسبة وسهولة في الحجز واختيار الفندق,"[""price"", ""app_experience""]","[""price""]","[""app_experience""]",[],"{""price"": ""positive"", ""app_experience"": ""positive""}","{""price"": ""positive""}",{},0.675633
7702,شحن بطيئ جدا شهرين كاملين مع انه الشراء بمبلغ اكثر من 3000 ريال,"[""delivery"", ""price""]","[""price""]","[""delivery""]",[],"{""delivery"": ""negative"", ""price"": ""negative""}","{""price"": ""negative""}",{},0.772035
3181,"سيئ جدا الغرف متسخه و اثاث متهالك اخذت غرفة نصف اطلاله 75 دولار
و صرف الدولار عندهم غالي السعر مقابل نظافه الغرفه يعتبر غاااااااااااالي جدا اضطريت اخذها لاني وصلت متأخر 2:30 ليلا لا تستحق 30 دولار","[""cleanliness"", ""ambiance"", ""price""]","[""price"", ""service"", ""ambiance"", ""cleanliness"", ""delivery""]",[],"[""delivery"", ""service""]","{""cleanliness"": ""negative"", ""ambiance"": ""negative"", ""price"": ""negative""}","{""price"": ""negative"", ""service"": ""negative"", ""ambiance"": ""negative"", ""cleanliness"": ""negative"", ""delivery"": ""negative""}",{},0.05
4889,"المستشفى طبيا لا غبار عليها والنظافة ايضا ولكن منطقة الاستقبال غير كافية والغرف تحتاج لبعض المستلزمات البسيطة من ورق تواليت وموظفات بالحمامات.
ومن الأشياء التى أثرت على تقييمي انتظارنا للدكتور المناوب للاطمئنان على الجراحة وإجراء الغيار اللازم وإعطاء التعليمات النهائية قبل المغادرة لمدة تزيد على ٣ ساعات ولم يأتى ثم جاءت كبيرة التمريض وقامت بما كان سيقوم به الطبيب مما يعنى ضياع اكثر من ٣ ساعات انتظار بدون فائدة وايضا عدم الاحترام الكافي للمرضى وعائلاتهم.","[""service"", ""cleanliness"", ""ambiance""]","[""service"", ""cleanliness""]","[""ambiance""]",[],"{""service"": ""negative"", ""cleanliness"": ""positive"", ""ambiance"": ""negative""}","{""service"": ""negative"", ""cleanliness"": ""negative""}","{""cleanliness"": {""true"": ""positive"", ""predicted"": ""negative""}}",0.462503
5634,"المكان في غايه السوء وريحه مش كويسه
ومفيش ميا سخنه للاستحمام
والدنيا مش نضيفه بالمره وزحمه اوفر","[""ambiance"", ""cleanliness"", ""service""]","[""ambiance"", ""cleanliness""]","[""service""]",[],"{""ambiance"": ""negative"", ""cleanliness"": ""negative"", ""service"": ""negative""}","{""ambiance"": ""negative"", ""cleanliness"": ""negative""}",{},0.628646
9874,جميع الخدمات متوفرة ولايمكن وصفه,"[""service""]","[""service""]",[],[],"{""service"": ""negative""}","{""service"": ""positive""}","{""service"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.634546
7462,رائع جدا وخصوصا في المعروض للبيع,"[""app_experience""]","[""general""]","[""app_experience""]","[""general""]","{""app_experience"": ""positive""}","{""general"": ""positive""}",{},0.664993
2112,المكان تحفه اوي و نضيف و الخدمه حلوه اوي و الاسعار حلو جدا,"[""ambiance"", ""cleanliness"", ""service"", ""price""]","[""service"", ""ambiance"", ""cleanliness"", ""price"", ""food""]",[],"[""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive""}","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}",{},0.23807
9977,بعد تجربة على أرض الواقع اكتشفت ان التطبيق ينتهي دوره بعد سحب المبلغ ولا يقوم بدعم العملاء أو مساعدتهم لذا تم الحذف ✨,"[""app_experience"", ""service""]","[""app_experience""]","[""service""]",[],"{""app_experience"": ""negative"", ""service"": ""negative""}","{""app_experience"": ""negative""}",{},0.94352
7684,سيء للغاية اشتريت منتجين ومش عارف ارجعهم بسبب الشخص اللي سلمني المنتجين وكلمتهم كل شويه يقوله24 ساعه ومفيش حاجه بتتحل نصابين,"[""service"", ""delivery""]","[""service""]","[""delivery""]",[],"{""service"": ""negative"", ""delivery"": ""negative""}","{""service"": ""negative""}",{},0.733963
6460,ولا في قسم مساعده واوردر بيتأخى دايما عن ميعاد بجد سي ء جدا,"[""service"", ""delivery""]","[""service""]","[""delivery""]",[],"{""service"": ""negative"", ""delivery"": ""negative""}","{""service"": ""negative""}",{},0.739411
6234,تطبيق معفن الاعلانات كلها غلط و نصب و يقعدو يعتذرون ساعه و بعدين يقولك ٢٠ج كوبون خصم تعويض😂😂😂,"[""app_experience"", ""service"", ""price""]","[""app_experience"", ""price"", ""service""]",[],[],"{""app_experience"": ""negative"", ""service"": ""negative"", ""price"": ""negative""}","{""app_experience"": ""positive"", ""price"": ""positive"", ""service"": ""positive""}","{""app_experience"": {""true"": ""negative"", ""predicted"": ""positive""}, ""price"": {""true"": ""negative"", ""predicted"": ""positive""}, ""service"": {""true"": ""negative"", ""predicted"": ""positive""}}",0.454156
9593,جيد جدا سهوله فى الحجز موفر للوقت,"[""app_experience""]","[""general""]","[""app_experience""]","[""general""]","{""app_experience"": ""positive""}","{""general"": ""positive""}",{},0.05
